"response","PYY","TTC15","VPS45","MBNL1","BBOX1","MAML1","DNAH2","CXorf56","CR1","FLJ10154","PEG10","PER3","GNB1L","GPX7","LARP5","KIAA0319","KCNJ9","DIRAS3","ORC3L","ORM1","ATF5","TRAPPC2","WWP2","KIAA0494","PARP1","PIM1","MTERF","PPRC1","SH2B1","BTN2A3","CTH","C2orf28","TIMM8A","GDAP1L1","C7orf43","WNT2","ALG5","GMPPB","LAMB1","LILRA3","TMCO1","WDR19","SLC43A1","CDC16","MBTPS1","SPTLC1","YWHAH","EAPP","SLC7A5","CACNG3","ZNF764","IFRD2","KLK14","SERPINB9","SULF1","MEA1","STRN4","CROCCL1","PCOLCE","CCDC44","DAK","ANKS1A","CCS","TACC3","DUSP9","FAU","CACNA1C","SLC9A3","TCEAL2","SNED1","COX7A2","MPL","PRNP","SERPINA10","DLGAP4","CADM3","COPZ1","POLR3D","HOXC10","PLCL2","CTSO","IL10","FLG","TERF2IP","FGF13","CARKL","ACVR2A","CTSB","SMARCD3","AMFR","GDI1","ZNF337","B3GALNT1","SLC38A2","GP6","BCAM","IER3IP1","PLEKHA4","ASGR1","NR4A1","FNDC4","PMS1","URG4","CDX1","KIAA0888","IGSF6","CXorf34","FYN","PRSS16","FLJ20294","TRIM32","KLHL21","RPS4X","HABP2","NT5DC3","PSMD13","TUSC4","C1QBP","HDHD3","COL8A1","CEL","TICAM1","ZNF654","DCI","HOXD9","EEF1A2","GLTSCR2","NBR2","MEX3C","SPINK1","C16orf5","HIST1H4A","SMNDC1","N4BP1","SLC4A2","EEF1A1","BZW1","FLT3","CEP350","FBXO41","GTF2A1","ATXN7","DKFZp547H025","PGRMC1","KIF25","ZNF117","TSSK1B","WBP4","ZNF473","LARP1","BEX1","FNBP4","OXSM","GNPAT","SLC4A7","MMP12","IGF2","FXYD1","LARS2","RPL6","AVPR1B","RNASE3","TRAM1","AARSD1","SMARCB1","NANOS1","FGF1","ATP2C1","IER2","SEC13","CUTA","TRIM36","DAZL","FOXM1","RNF146","FCHO1","HNRPUL1","LEMD3","MTMR11","WWOX","MLYCD","APBA1","FABP6","COL9A2","APLP2","ZFYVE9","NLGN4X","MOXD1","ARL4D","PANK2","KIAA0776","IL32","PEX5L","FAM107A","LOC200383","KIAA0515","PSMD7","MYCT1","NRF1","CECR1"
91,3.117889254,6.86958989,6.74140763,6.948152069,5.056065781,6.504959336,3.541610671,5.413517146,3.008710884,8.598080337,8.434501738,5.063518024,4.743028913,4.901673447,5.007663622,3.311643837,3.397079861,4.418253213,5.115843309,3.791415006,4.3344041,6.071731577,4.937028563,7.560377852,7.11280584,4.953497648,6.79567298,6.40774531,4.388183923,3.798256023,4.071645172,9.553758295,5.150558611,3.157951937,4.964730144,4.836379224,8.635894773,5.058295671,5.741540844,3.016836846,7.049715131,4.921344021,3.651532847,8.125583422,5.409187489,7.179008369,8.038049057,8.085549936,5.063502718,3.2623782,3.769871431,6.125713,3.284836382,4.20601721,5.868901567,7.246132854,5.10968434,6.239646161,6.709033419,5.225105475,4.277184086,5.897129115,5.414024639,6.7553542,3.360256224,10.88076058,3.142818648,3.585711234,5.391118615,4.061710352,10.51411289,3.153319776,7.337559432,3.218245567,5.19186,3.474273104,7.648057999,4.273744387,3.320359035,4.8848027,6.359742859,3.746519242,2.849841158,6.714445829,3.849525366,4.423062037,5.619771201,9.376740915,6.742930572,4.373741228,6.850726897,6.113461443,5.291530324,10.27529432,4.185154006,7.363784396,5.260941493,4.30222306,3.310847114,5.25925076,4.634747804,7.426037304,6.112584429,4.488001786,3.594872538,3.974439973,4.578028377,6.289548111,4.901440434,4.67590633,5.71880104,7.045678852,12.64692725,3.471679679,4.238292771,6.841152757,4.81558402,5.942542783,5.639180047,2.861928202,3.386015995,4.806229618,5.7246273,6.615615382,4.479262446,3.374997923,11.03609881,3.465477724,6.960875058,3.179893604,3.721280295,3.236791146,7.892891104,5.796205606,5.143241976,12.24882169,8.903884787,3.420431613,6.530267967,4.427009447,3.428761924,3.690192618,2.88891907,9.462635691,3.48570723,4.546847253,2.845463443,4.815032205,5.183809967,7.371050489,4.540170262,7.1192923,6.541690304,8.846251622,4.187030629,3.66746242,11.96530369,3.645361917,6.305121155,11.25262675,3.979461656,4.044392118,8.563572771,4.277350265,5.669425978,6.198397528,3.622043439,7.037001596,8.90861517,9.407785498,9.246273795,3.829654225,3.018017943,5.670646525,4.685253966,4.758310047,8.011526202,7.210483927,4.772392105,4.722949246,4.959047155,3.597670461,3.272311698,5.408301231,7.339728243,3.980585103,5.966671959,3.946772714,4.61250296,7.006740567,6.369685598,6.203189361,2.975269679,5.980516596,3.554026454,5.768947738,7.320761306,3.114617524,4.279811472,6.576932684
365,3.11354538,6.943210724,7.679611532,6.683930321,3.613473623,7.231845929,3.734426307,5.345957025,3.068551973,8.880650827,5.809364147,4.896006942,4.339128667,7.943302849,4.38083847,3.418702305,3.522517599,4.507097409,5.993694686,3.251858853,4.776438454,5.067996064,4.64230779,6.136851593,7.213932901,4.870584182,7.038313525,6.720919833,4.45993272,3.851014776,3.970277689,9.877034131,5.884747747,3.147388323,4.982988354,4.381124662,8.957172378,5.388226237,6.628111971,3.234166919,6.972513939,5.843370386,3.912649814,8.189954223,5.778682958,6.74656578,5.995433866,7.759965166,4.732806396,3.353977186,4.291730545,6.489675759,3.717243926,3.905581099,4.709436937,8.320813354,5.714502532,7.378891734,8.021082991,5.800957056,4.218560871,6.378253176,4.64518466,5.067529716,4.143193389,10.74565012,3.242948452,3.509056494,5.801950848,4.91215886,10.42070916,3.390220922,7.474372016,3.244638645,4.62913591,3.55766282,7.936270577,4.746515039,4.670133118,4.112329096,6.476294302,3.522648693,5.530681371,7.333615894,3.835807557,4.409539845,6.701443007,8.641294264,5.864511496,4.967173038,6.918485406,5.630940631,6.301098287,9.574294167,3.969622867,7.625203274,6.296689962,4.307177735,3.502373432,5.136219681,4.664802608,7.694125641,5.900780132,4.477184497,4.447509057,3.949866509,4.03199291,5.34557715,5.091547408,4.27601206,5.782318895,6.895271194,12.57017813,3.575222306,3.538077956,6.558058053,5.425073343,6.240406458,4.266214927,3.049181502,2.814810482,4.0336238,4.867081215,6.677033853,3.696098914,4.995142609,11.33290441,3.683584282,7.03997861,3.416474386,3.991736951,3.29425965,8.440366342,5.64366807,5.510648165,12.56679906,9.038282374,3.3914092,6.166744635,5.003747446,4.075442262,3.702898614,3.027607894,8.874006692,3.600565278,4.342481916,2.964230861,5.628172282,5.119985795,7.566371373,7.444980356,6.499241294,6.729159132,8.237526399,3.927129427,4.737776505,11.51923155,5.863440318,5.243620148,11.31469691,4.326494361,3.47761043,8.406278978,4.417264073,6.283024607,5.722945495,3.428322215,6.309811188,9.313064315,9.515000762,10.13697829,2.786255966,3.042575837,5.305153309,4.883992721,4.381664797,8.526071377,7.503395708,4.384678502,4.5453007,4.967411506,3.774068769,5.139577269,5.053929858,7.241462578,4.523400792,6.526903818,4.183380506,4.611752701,8.675693812,6.386961684,4.870395576,3.105914581,7.53951016,3.874396258,5.768129087,7.283168067,3.432045597,3.851099727,6.412167696
1035,4.867823089,6.751476841,6.690294834,6.488824983,3.621213935,6.722414721,3.806105492,4.857969609,2.962919122,7.96981088,6.452514745,4.83553995,4.07870119,6.42294492,5.137079008,3.806362487,3.459525424,4.052111618,7.239153451,3.172423693,4.952937781,4.814060299,5.236834346,6.568919487,6.792243395,4.703177305,6.592291069,6.465667409,5.114863717,3.717574665,4.188147371,10.43957525,4.895650532,3.139550103,4.700394632,3.832647842,7.912319514,5.330926313,4.551457157,3.224020669,6.870699685,7.183822988,3.613858468,7.15650284,6.614456551,7.161895492,5.790644701,6.826024037,3.32837581,3.115677762,4.579343562,6.974542203,3.220214018,4.082009316,6.15311687,8.542001349,4.971850311,8.127873447,4.948751308,6.093784407,4.732600855,6.922486318,5.14130795,6.279495673,3.609911743,10.7833383,2.972213109,3.571196204,4.035889963,3.06677901,10.21885364,3.382184014,7.699808695,3.349387877,5.096174178,3.557971025,8.398449232,5.175323247,3.393857696,4.957042067,6.858868674,3.230532692,2.873574124,7.650630849,5.58999007,4.543620583,7.471047654,9.097218469,5.642934619,5.556243503,7.249524366,6.431084751,5.34531482,9.67991537,4.348896962,8.200495455,5.318702914,4.143255057,3.444267131,4.707616533,4.199339854,8.508981807,5.653391796,4.206332812,5.001473139,3.804847104,3.699128244,8.914980408,3.238773824,4.66121574,6.51459897,7.033552222,11.97008974,3.412699824,4.362172324,6.726046405,5.347573117,6.529524087,4.222679211,2.909583118,3.21471324,3.769282172,4.915648558,8.863466407,4.063823936,3.965449901,11.30088387,3.947322224,7.678096219,3.210653361,5.056306788,3.38482129,8.168768968,5.951163834,5.801447672,12.67540276,8.389812886,3.359125266,6.007420851,4.623715973,3.207027432,3.609942282,2.982005401,8.318744005,3.659566002,4.77260635,2.824658526,5.121344906,4.718165872,7.167659626,6.191718009,7.067429601,6.799905482,8.282003157,4.410276395,3.694243097,4.636853479,4.111910443,6.220716189,11.65641199,3.83374048,3.620725466,7.742358063,4.987802306,5.794082646,6.505781152,3.509808704,6.524457782,7.469967175,9.18679388,10.16178127,3.290667861,2.968119904,5.917273276,5.823795498,4.038797448,7.923637413,7.484544139,5.095928636,4.587460048,5.031623808,3.500550764,3.108653184,6.489577034,7.323887778,4.063328092,3.83344035,4.179284371,6.450975482,8.361289368,7.071965237,4.838852678,3.0726027,5.900829596,4.47498749,6.343601189,7.852144568,3.307669434,4.170167744,6.87596884
976,3.311757876,6.133859961,7.20217854,6.768285302,8.287005088,7.028556479,3.805060718,5.973561971,3.05634086,7.209294798,5.924639644,3.527628171,4.590319205,5.637559516,5.074934231,3.343838355,3.470186191,3.389006843,5.388920685,2.897440936,3.850746828,5.055517947,4.509548991,6.981866255,7.551175844,4.18908359,6.355762947,6.599282021,4.43573371,3.672313866,4.35786929,9.843637791,6.435298411,3.052242824,4.847183543,3.727392339,7.725309148,5.560854656,4.978433351,3.163881042,7.297365792,6.042691216,3.549632752,7.616602012,5.526208718,6.671881909,7.224247707,7.951102545,5.476757327,3.506689173,4.069400597,7.070772815,3.444367363,3.873840118,6.644737242,8.58736516,4.648505485,6.534731635,5.594489313,6.558209319,5.377793033,5.984528763,5.160994218,6.782503376,3.652578814,10.88519141,3.143633577,3.59401803,5.1265586,3.44940863,10.34989509,3.203031597,7.954344629,3.268189451,4.508008593,3.499154172,7.549476471,4.410177261,3.40688839,3.868485552,6.477213407,3.270639093,2.796040203,7.091750607,5.617961745,5.60321023,6.121576675,8.336329894,6.005399254,5.251487756,7.15546679,6.140902615,5.00509715,10.35799771,3.715915083,7.154911877,4.803112611,3.763395153,3.179363197,4.410585531,4.151172195,8.029292788,6.11479447,4.419242061,4.146104049,4.714921182,5.489515787,4.847656876,5.940349894,4.289530523,6.680761806,6.955731221,12.93738262,3.552300532,4.028516855,5.888841982,5.356391788,7.503135201,6.040226166,2.844968804,3.103174773,4.641418306,5.723349515,7.797652226,3.770178021,3.561378969,11.29620781,3.411657093,7.344603797,3.247409952,3.55305187,3.291864432,8.365827687,5.354443642,6.05929577,12.32535569,9.171733278,3.344367028,5.781043881,4.316462189,3.439786,3.4880501,2.911218702,9.462202192,3.529100935,3.932395988,3.017397015,4.167966587,4.316990633,7.728093232,8.999389763,6.689448962,7.373512113,8.565318277,4.238885609,2.893223566,5.066527264,3.529344045,6.152003627,11.76838799,4.158520321,3.639327459,7.731712739,4.357568246,6.593060408,6.548074951,3.520344239,5.69737019,8.602443568,9.198098775,9.676126782,3.457561362,3.120217782,5.854443165,4.648363727,5.164018278,7.857385267,7.178989988,3.834679069,5.205455752,5.476563038,3.682172609,7.966721151,4.461230998,7.177812311,4.218326876,3.579680083,4.372496589,3.717687195,7.492178008,6.95100985,4.140313983,3.11618704,4.132538638,3.549666591,6.745284408,6.675316392,3.345811962,3.995172376,7.782343594
944,3.323809459,6.512130156,7.210380175,6.280962157,5.81137587,5.328893884,3.860659539,5.453894673,3.089137183,7.247354752,4.91149851,4.457523915,4.025417053,6.707349336,4.71565832,3.344279787,3.347699487,3.428960969,6.109952731,3.20400778,4.51919579,5.413890779,4.833990573,6.448817172,6.229254791,5.149830056,6.299191525,5.679220099,4.772475672,3.967761616,3.650828689,9.49514895,5.869645047,3.179915011,4.760861844,4.836970883,8.077496396,5.748100798,5.831638258,3.541135501,7.164463975,5.301823818,3.430600196,7.152928321,5.699485613,6.856108039,7.364924263,6.437813399,4.081428987,3.254287333,4.181622414,6.335930579,3.544993431,3.765619461,6.647626292,7.975581417,4.521943993,5.331149576,7.178747661,5.579914243,4.345168609,5.795059675,4.889402861,4.630988608,3.3776146,10.29838314,3.160738081,3.595318954,4.614412852,3.554793401,10.22929132,3.188370766,6.877769596,3.490947557,4.794381358,3.441588633,7.689602202,4.236303153,4.718718381,4.179843806,4.849486997,3.364510611,3.126858522,6.347875037,4.404224775,4.485002312,5.417625536,9.600225654,6.035329714,4.59649894,6.936090276,5.48982812,7.143534558,10.29160227,3.901674184,7.038303644,6.33533474,4.069337492,3.365603452,4.945496526,4.618117167,6.303180818,5.410615548,4.626681803,3.191315749,4.675896749,4.440176977,4.844296506,4.181374918,4.38038219,5.693623607,6.293406957,12.11975424,3.249986215,3.692713929,5.713870186,5.106501121,6.646377974,4.668289462,3.250425073,4.88646558,4.558076743,5.299163711,6.927481763,3.702871883,3.758392502,10.70089971,3.659961171,6.278655473,3.306311922,4.11884763,3.207874203,7.145761155,5.74259542,4.707598841,12.11219942,7.692236522,3.318501436,4.937195184,3.813532854,3.582163809,4.195810276,2.979567455,9.057975532,3.988995273,3.858872752,3.187462327,4.49161068,4.461036606,6.945990996,3.290064843,5.628148803,6.450688095,8.153372045,4.163275297,4.359140686,8.110788026,3.594876181,5.546567277,10.74411649,4.319154997,3.74258401,8.671620859,4.576224368,5.998122276,5.7717797,3.65632131,5.135454256,8.482342069,9.177696908,9.436193792,2.885648249,2.995697982,5.125315243,5.235514542,4.397977866,6.864944051,6.397908427,3.43473193,4.184021319,4.832714086,3.824791261,5.461100448,4.206893779,7.334122813,4.020132191,4.474495305,4.444451284,4.434534316,6.978390318,6.060590229,5.227857689,3.335186696,4.570635844,3.826883213,5.510390051,6.843407385,3.517980731,3.858805233,6.41142306
1979,3.345890179,6.302298236,5.976338877,6.25565001,3.386748603,6.584653243,3.896871906,4.558062609,3.187382583,8.331050869,5.185339146,5.259316715,4.585026248,5.159672121,4.399635186,3.616887003,3.51522857,3.940114171,6.123780097,3.215398652,4.250706826,5.623683715,4.683314632,5.796625962,5.92731899,4.96177291,5.997496083,6.035455575,5.106232566,3.805562831,3.640942257,9.076657415,4.591401929,3.013922363,4.575887501,5.115339148,8.206794389,5.087273446,6.341673005,3.369456771,6.383686629,6.62490375,3.736185648,7.527129516,6.061874465,6.493267033,6.484612481,6.874632461,5.127025153,3.17024386,3.991168025,6.452290138,3.399678339,3.814400868,7.742166731,7.379008515,4.637333865,6.321714545,6.91024215,5.045457893,4.381110136,6.129325943,4.915215805,4.081858528,3.450406315,10.72275689,3.101919904,3.894592428,5.188874336,5.114866576,9.911235163,3.423478731,7.797531812,3.500028675,4.645332339,4.597795925,7.587572326,5.001653182,3.280944039,4.233304721,7.010269253,3.298776484,2.890322453,7.616113662,3.876021598,4.808361603,5.109771525,8.965424623,7.634857901,5.097542555,6.787359484,6.149460447,3.917519954,9.114702505,3.921588642,7.580972839,5.495133819,4.317405161,3.6004531,4.885944228,4.675760133,7.034558701,5.546871151,4.38559729,4.130304252,4.387643726,4.007463797,6.588401034,5.444238564,4.350268296,5.573376294,6.646867502,12.51760488,3.627354757,4.259176756,5.777257924,4.827455616,6.058313344,3.843242705,3.00634166,3.743533977,4.896900077,5.19094562,6.97029384,3.730366789,4.347320747,11.61667268,3.995914966,7.15604665,3.208823902,4.257198483,3.397468221,6.895279886,5.614159282,4.79125263,12.45419021,7.58366689,3.421782089,5.71210251,4.187535724,3.691514792,4.027853534,2.919310175,8.323794069,3.756429986,3.830567817,3.238792771,4.507240198,4.107813141,7.545942609,6.04063822,6.83256257,6.600408181,8.680965748,4.137394576,3.91418793,7.811695126,3.974592877,5.596321947,11.35008427,4.210371256,3.789868216,7.906656589,5.222491283,5.742518327,6.277721154,3.961407212,5.091018214,7.858807319,8.516367435,9.416546932,3.254487744,2.995924883,4.385903466,5.415769616,4.891448591,7.309154768,6.450803988,4.811807407,4.831700877,5.141971773,3.781184293,3.181023923,3.891939228,6.858214778,3.866562808,7.027747759,4.784629055,6.865553469,6.863467164,6.669568602,5.934328598,3.046403645,5.617042429,4.25867069,6.018970477,6.905589912,3.70143021,3.908731698,7.115030787
90,3.277448317,5.908625797,7.331054697,6.481889454,3.532384583,7.267917948,4.000300938,5.836372963,3.02705961,8.57579958,7.627553366,4.412738841,4.294009001,6.050164184,5.098559674,3.289846665,3.556041264,3.327419013,6.067053367,3.042326345,4.558449091,5.927538819,4.42425793,6.434403873,6.904300001,4.781036975,6.652544242,5.736405338,5.516164459,3.899527399,3.666515504,9.907300361,5.560416338,3.096539516,5.330479681,3.983237881,8.423416921,5.841864712,6.689695503,3.187192417,7.354025493,6.167261169,3.596071321,8.014134409,5.313827024,7.652508902,7.962823742,7.534825656,4.598106696,3.227675282,4.850206776,7.316094636,3.450586918,4.158336483,6.604232304,7.386190365,6.170104311,7.057113713,7.372726131,5.73088387,4.012212078,6.058336303,5.111392806,5.949337561,3.644626686,10.3080622,3.142667696,3.676568983,4.218076578,5.302631534,9.982573337,3.253691992,7.578025497,3.439174474,5.80294711,4.626137129,8.235083253,5.021571541,3.352937578,4.463777541,6.32039278,3.245552416,2.805951254,6.520817795,3.500681804,4.519395701,5.550781303,9.697117106,6.767299665,4.95820594,7.874726819,6.986196372,5.092832776,9.506488826,4.009847236,7.997681446,5.825211525,4.601300064,3.102264085,4.633359016,4.815917294,7.600820908,5.412397603,4.582426165,4.034971033,3.76359767,5.203247173,6.719136959,4.055900675,4.440188132,6.379010234,6.721503831,12.41421824,3.289764928,4.451258283,6.175812969,5.628609181,5.884537229,4.834393988,2.912022774,3.36372345,4.328905112,5.978199143,6.542036431,4.628915721,3.83754411,11.73167525,3.55401556,8.150098212,3.267289625,4.250908024,3.211043877,7.529959026,5.928959171,5.466407852,12.14937811,8.478772828,3.350804328,6.241834517,4.373028411,3.565622759,4.223960002,3.266330469,9.69388953,3.471582692,3.933892771,2.943556472,4.694536431,5.624560326,7.849063626,6.409184639,6.367568056,6.842525484,8.730045503,4.420455644,7.012641246,11.94601206,3.915035954,6.300951993,11.36716143,4.290166817,3.587247372,9.299741981,4.979832311,7.011042089,5.540783483,3.681625867,5.651035153,8.914549918,9.277128736,9.601732483,3.69057288,2.96713433,4.633118624,5.204916458,6.80533453,8.553119972,6.995515124,5.032072976,4.042919276,4.490854059,3.638387632,3.191434134,3.804423327,7.2877538,4.082744996,5.778446452,5.351703427,6.942568196,7.127845273,6.642213577,4.453782167,3.208223938,3.579550962,3.51819426,6.499017153,6.645418102,3.447280643,4.036055362,7.059306168
565,3.036015272,6.582940632,6.343321283,7.421244568,3.264843589,6.531444645,3.785210284,5.007696467,3.065559284,9.125821446,4.799202755,4.597978873,3.737826523,4.918740974,5.240544174,3.196539995,3.273071488,4.268630088,6.576729981,3.102527773,5.166000145,4.907490346,4.592735319,6.961294861,7.110602464,5.476724823,5.895285989,6.719320924,4.064259902,3.853816949,3.556620884,9.347041697,4.685669749,3.00278326,4.529912692,4.891843672,7.849426769,5.05838932,7.32572803,2.990680752,6.979342502,4.498823404,3.953227023,7.647624426,5.446215029,7.587718125,7.29454489,7.465836772,5.895696382,3.134482098,3.956952057,6.529607249,3.259316859,5.061531224,9.275784359,7.81764896,4.318307655,5.943474112,8.587196201,5.60967192,4.127787664,5.752917861,5.045023876,5.404591728,3.161534189,11.08322155,3.115879336,3.468274639,4.617402221,4.406951431,10.26185031,3.223281003,7.208714227,3.343957737,4.683943917,3.304128608,6.643796311,4.577201181,5.013241219,4.315287513,7.220561512,3.649037284,3.274997712,7.622788813,3.805219185,4.456736292,5.675147517,9.649999575,4.806753349,5.407464351,6.382628116,5.505371453,4.80010126,10.09357037,3.859456966,5.663159141,5.298620166,3.769472162,3.411041931,5.944671585,4.223625256,7.016104865,5.358594195,4.420740122,4.070840442,5.551628007,5.112711521,6.238333156,2.933360095,4.371922576,5.28873388,6.617748026,12.11629922,3.420136149,3.661865824,6.092366162,5.039879073,6.575002045,4.076917998,3.134534113,2.984112276,4.072343136,5.924340534,6.855000935,3.608005696,3.971432955,10.81883608,3.430118159,6.944277483,3.163964091,4.120500041,3.335160384,8.100598983,5.894940684,5.572204304,12.53780445,8.836058448,3.338212036,5.627415768,4.155156541,3.720941849,3.598949815,3.083686425,7.979078603,3.456435762,4.104182971,2.972767036,4.764776346,3.75252459,7.717707901,3.305769116,7.043859019,6.095834817,8.734530192,4.02265735,6.846270468,10.84043113,4.159551563,4.796120827,11.27757105,3.730035134,3.595305066,8.536680844,4.41041279,5.552384268,5.656484002,3.82857311,5.927524804,8.917209801,8.966083201,9.394128753,3.676798801,3.037559689,5.130936248,4.806008013,4.324031079,7.079517336,5.862740731,4.114942649,4.119411204,3.813463081,3.410469985,2.838964308,5.783521947,7.685320705,3.880172967,4.929501059,6.103271318,4.83236545,7.224880927,5.970824375,8.523792843,2.958026767,4.947673319,3.371295019,5.907551408,7.313564391,3.195467131,3.696464463,8.16065423
548,3.140008729,7.387794502,6.21550071,7.569909947,8.768487235,7.420125481,3.435646101,5.090465566,3.012271764,8.657951544,5.058955712,5.906172309,4.3306851,4.284798407,4.578282503,3.332280677,3.388435027,5.434950127,7.628929067,3.150017616,4.313475129,6.083112777,5.172924927,7.100141774,6.889851593,5.212854053,4.882943003,5.16138995,4.669755861,3.747211111,3.689097631,10.13473667,4.705285714,3.056399575,4.363177356,4.177379844,9.045860292,5.963629112,5.781753606,3.137004094,7.521757493,4.563897516,3.715167391,7.69244268,6.295434889,7.920913155,8.159522153,8.584481557,5.698219911,3.352686415,3.977196059,6.625291468,3.234801355,4.014431903,6.760291637,8.218931077,4.591982237,5.555622192,6.437919793,5.44364688,4.578749741,6.076985012,5.807069992,5.141716601,3.404031906,11.45770576,3.196773499,3.858267051,5.395240065,4.043774098,10.34248409,3.080882571,8.261605727,3.184004515,4.492179964,3.492595259,7.821093511,4.180018547,3.740225348,4.352420255,6.99816946,3.702148795,3.055124358,8.039484875,8.58752048,4.466813583,5.941439815,9.146129693,7.323972551,6.085005728,7.249428593,5.103592927,5.586813566,7.923603323,4.180150918,5.95522562,5.165783683,3.944871633,3.527415676,5.601895329,4.527114479,7.011939712,6.174807915,4.33594257,3.699423234,5.044918519,4.907054956,5.09343046,4.78932787,4.57593596,5.912228863,7.16352039,12.43261262,3.413171959,3.829319657,5.65281172,5.259152901,5.960875765,4.883624567,2.986284142,2.906285365,4.248434176,4.654955657,8.336282216,3.732646809,8.167024065,11.59943981,3.149309878,6.884127656,3.449581172,3.765674288,3.26133743,7.229846368,5.631203039,4.792004434,12.74083359,8.650644543,3.483249211,5.918833946,4.000271879,3.93015566,3.623575441,3.152710199,8.525665012,3.439741875,3.648466426,2.948908295,4.704799578,4.487332831,8.599833295,4.254124677,6.623661838,6.72574537,9.139710436,3.964380179,3.003527691,8.259435397,3.98517642,5.274795581,11.38995687,3.957260603,3.508939991,9.4788739,4.545567844,6.757443727,6.262887841,3.637326015,6.539279763,8.98648128,9.300165824,10.34552206,3.114675185,2.934934325,5.111619813,4.804594664,4.144988023,7.552930425,6.965347994,4.40181179,5.559106539,4.282497853,3.396183257,3.179377473,3.876546454,7.947060519,3.976657638,6.033704112,3.879121587,3.933734232,6.771151919,7.887792535,5.344873569,3.258210319,7.741925191,3.545165519,6.499484256,7.412564291,3.264496435,3.888370081,6.798377662
480,3.05934182,6.402074979,7.032226031,7.673002117,4.43984014,6.512869315,3.741178001,4.473859683,3.180199491,8.402919153,5.093095291,4.818569208,3.967974753,6.543864208,4.872077485,3.487085359,3.190629948,3.636714443,5.991467524,3.264450618,4.804616031,4.859182238,4.311837545,7.046623626,7.084381671,5.603202305,5.453341227,5.448734009,4.186523241,3.604938313,3.607734408,9.517197802,4.322606098,3.492970719,4.594784172,4.407474595,8.063819823,5.385046508,8.221413951,3.105027049,7.419632858,5.407038336,3.558102792,7.377072549,6.082370787,7.084474129,7.550441378,7.273841262,5.579064987,3.130642199,3.836108832,5.604395094,3.138294927,4.060882089,9.725844994,7.803753339,4.819087114,5.464966957,8.912184266,5.019727979,4.095153281,5.510380754,4.410329971,5.413982946,3.179802357,10.66213625,3.125429237,3.555976106,5.219382585,4.908544716,9.965291796,3.221149139,8.19412335,3.43375301,4.608118079,3.535549484,7.426530048,3.955004646,3.277892377,4.675360438,7.504391315,3.729490989,2.727920455,7.653616917,4.526795671,4.26367997,6.471825644,9.775096426,5.843123832,5.224670179,6.439565997,5.060369068,4.823141253,10.35737454,3.739878857,6.186312709,4.390203207,4.058302938,3.445506203,5.598598566,4.571140293,6.79556112,5.06510086,4.250450229,3.541036926,5.311323011,4.62539404,7.530838272,3.151855026,4.177790265,5.683075566,5.998730468,12.13066639,3.46745953,3.870159055,5.669420788,4.580763804,5.818201335,3.969626029,2.904732182,3.700172882,4.116148164,5.047815537,5.564336173,3.382174249,4.491456916,10.95050838,3.524258333,6.752410764,3.167110762,4.032126126,3.075848787,7.521638297,5.510961509,5.310548992,12.50687243,9.180884957,3.524204041,5.707496053,4.280737077,3.420225733,4.508007989,2.900646838,8.45176198,3.511901375,3.834862567,2.971960615,4.89927615,4.052686945,7.554934122,6.533573675,6.215154365,5.124629827,8.65200071,4.151535947,4.327355277,8.979261811,3.895440859,4.648011794,11.48045002,3.660046722,3.517245148,8.263280807,4.497541723,5.614204225,5.902412931,3.891966383,6.408306415,9.510384256,9.088249619,9.313046319,3.706314627,2.963948489,5.11321517,4.988419284,4.409657149,7.293445127,6.885104626,4.707919479,4.196416325,4.252135705,3.470894909,4.251959231,4.904278039,7.621317579,3.940408953,5.642543902,6.996821788,4.819054848,7.510705383,6.692416819,7.449495533,2.996953467,4.642846615,3.219274596,6.32256209,7.272269404,3.534468177,3.796831887,8.344136452
