"response","PYY","TTC15","VPS45","MBNL1","BBOX1","MAML1","DNAH2","CXorf56","CR1","FLJ10154","PEG10","PER3","GNB1L","GPX7","LARP5","KIAA0319","KCNJ9","DIRAS3","ORC3L","ORM1","ATF5","TRAPPC2","WWP2","KIAA0494","PARP1","PIM1","MTERF","PPRC1","SH2B1","BTN2A3","CTH","C2orf28","TIMM8A","GDAP1L1","C7orf43","WNT2","ALG5","GMPPB","LAMB1","LILRA3","TMCO1","WDR19","SLC43A1","CDC16","MBTPS1","SPTLC1","YWHAH","EAPP","SLC7A5","CACNG3","ZNF764","IFRD2","KLK14","SERPINB9","SULF1","MEA1","STRN4","CROCCL1","PCOLCE","CCDC44","DAK","ANKS1A","CCS","TACC3","DUSP9","FAU","CACNA1C","SLC9A3","TCEAL2","SNED1","COX7A2","MPL","PRNP","SERPINA10","DLGAP4","CADM3","COPZ1","POLR3D","HOXC10","PLCL2","CTSO","IL10","FLG","TERF2IP","FGF13","CARKL","ACVR2A","CTSB","SMARCD3","AMFR","GDI1","ZNF337","B3GALNT1","SLC38A2","GP6","BCAM","IER3IP1","PLEKHA4","ASGR1","NR4A1","FNDC4","PMS1","URG4","CDX1","KIAA0888","IGSF6","CXorf34","FYN","PRSS16","FLJ20294","TRIM32","KLHL21","RPS4X","HABP2","NT5DC3","PSMD13","TUSC4","C1QBP","HDHD3","COL8A1","CEL","TICAM1","ZNF654","DCI","HOXD9","EEF1A2","GLTSCR2","NBR2","MEX3C","SPINK1","C16orf5","HIST1H4A","SMNDC1","N4BP1","SLC4A2","EEF1A1","BZW1","FLT3","CEP350","FBXO41","GTF2A1","ATXN7","DKFZp547H025","PGRMC1","KIF25","ZNF117","TSSK1B","WBP4","ZNF473","LARP1","BEX1","FNBP4","OXSM","GNPAT","SLC4A7","MMP12","IGF2","FXYD1","LARS2","RPL6","AVPR1B","RNASE3","TRAM1","AARSD1","SMARCB1","NANOS1","FGF1","ATP2C1","IER2","SEC13","CUTA","TRIM36","DAZL","FOXM1","RNF146","FCHO1","HNRPUL1","LEMD3","MTMR11","WWOX","MLYCD","APBA1","FABP6","COL9A2","APLP2","ZFYVE9","NLGN4X","MOXD1","ARL4D","PANK2","KIAA0776","IL32","PEX5L","FAM107A","LOC200383","KIAA0515","PSMD7","MYCT1","NRF1","CECR1"
589,3.392913244,6.392912327,6.535813813,7.023902711,3.717813414,5.942317531,3.879184049,5.76954581,3.105188067,7.20983231,6.935420558,4.443686839,4.096785436,5.979138977,4.477510752,3.620081303,3.696373828,3.383574577,5.523266654,3.057560469,4.317864274,5.591196911,4.424340979,6.31635667,6.968457625,5.275877546,6.832620513,5.48598748,4.721387217,4.008297474,3.87141526,9.877516869,6.065669225,3.479084288,4.973753938,5.818084088,7.107306006,5.209085183,7.966843111,3.027669477,6.951831887,5.534151346,3.481186364,7.018500401,5.686314574,6.427561705,7.258419819,7.002786522,5.845158945,3.276419218,4.208544862,6.464641343,3.529174588,4.771893318,6.452794354,8.230570364,5.050442716,5.707208925,6.58814102,5.72616597,4.298302164,5.854266611,4.549988138,8.778961822,3.318690365,11.31184627,3.218433309,3.985698124,4.058515498,3.558879485,10.36096051,3.158478871,7.251375209,3.710042316,4.7337743,3.708001602,6.950905228,3.874738918,3.430390274,3.863093829,5.649988067,3.53728927,2.734457422,7.467380917,5.309145606,5.302364623,5.342228519,7.829065462,6.907300361,5.226859749,6.611415475,4.945673869,4.456184061,11.88337454,4.177202806,6.894731186,6.268449909,4.606892229,3.784168537,5.244282674,4.361141018,6.595333297,5.109852807,4.888949346,4.35635162,4.067733865,5.01525748,5.882071604,5.212714113,4.338728495,4.879460603,5.867858147,12.68923256,3.650201227,3.752890817,5.896576129,5.104110809,6.997976668,5.272750366,3.219184624,3.632992646,4.961708979,4.592191251,7.867427219,3.668688524,3.682304975,11.04678563,3.799054894,8.416760038,3.340404997,3.669308539,3.395519884,8.199793191,5.299175871,5.377630883,12.35520348,8.290533863,3.456056815,5.443820112,4.049925637,3.947383495,3.706284164,3.172777092,8.960260151,3.719558967,4.123098058,3.060403704,4.36373882,4.07668041,7.363488996,9.3506348,6.100507713,6.45083167,7.844729705,4.316009537,2.886371336,4.431267406,4.081844878,6.106381148,11.61534653,3.80629748,3.692284738,7.127895324,4.67050779,4.959812018,5.520954558,3.834679262,6.46404974,6.722316319,8.810205738,10.0056756,3.898529152,3.078317459,5.372835974,4.141579877,5.211695392,7.161431162,6.32192493,4.078107309,4.02004264,4.449894087,3.59445594,3.258991942,4.57018682,6.980260234,3.989080274,5.455720279,4.564981993,5.937418453,6.555022505,6.260149725,5.025233868,2.927691893,5.393288192,3.536384895,5.39152602,6.137928446,3.726323052,3.895823295,5.02746886
1441,3.301551316,6.782728221,7.466514025,6.795268995,7.181449687,7.284139826,3.748820157,5.600887814,2.996794296,7.068292335,3.902437773,4.727377173,4.412481983,4.288779072,5.114563674,3.619393079,3.649516043,3.747689517,7.08480482,3.064769074,4.5961108,4.757452984,4.581383923,7.279423124,6.906387034,4.609655127,5.573242678,6.107592079,5.215667927,4.27082071,4.283925129,9.067017906,5.245882114,3.188956714,4.658509292,4.597370395,6.863134958,5.082371436,6.6721169,3.249656297,6.431944761,6.257629542,3.764320989,7.094491719,5.334998961,6.49785342,6.343609321,5.621739123,5.47115299,3.137344697,4.174770435,7.247195514,3.607668045,4.077724072,6.712558276,7.808087677,4.691317342,4.899604655,5.459081232,5.046694226,4.073915835,6.486502644,5.702753542,5.669189143,3.456673008,11.09187906,3.137917661,4.080109661,3.682667929,3.844988049,10.56637068,3.202236093,7.301876554,3.630281347,4.609913321,3.807494172,6.732121249,3.872672814,3.550294816,4.028363743,5.997416142,3.431549123,2.888075715,6.754750113,5.927927214,4.525705032,5.451502168,8.660943181,6.681932818,5.134848046,6.830075396,5.496125997,3.71218177,9.327431623,4.165758999,6.270281637,5.219704287,4.283780331,3.380727122,5.278545592,4.42888764,7.409718127,5.936664805,4.717524567,3.778007927,3.878477837,5.72970724,7.262212582,6.196102748,5.140036355,4.718329368,4.898447317,12.48292585,3.727617837,4.34586095,5.756804179,4.861596873,5.289548393,5.506098462,2.834292421,3.253341566,4.305897811,4.312584285,6.623606808,3.813260887,3.955620733,10.82018247,3.740015198,7.079988449,3.350647343,3.675227433,3.22856184,7.266075206,5.463094011,6.032482825,12.52653912,8.698875151,3.224086929,6.410978809,3.778700201,3.764192091,4.451316397,2.874339124,8.828572335,3.714791147,6.455272655,3.052383637,4.137251813,3.886487442,8.36854869,3.94309981,7.011384586,6.525293066,8.689331648,4.161494671,3.277830387,3.56736103,3.397538334,5.48519473,11.61033224,4.262173146,3.755330767,8.01816893,4.885278656,5.806577449,6.383392902,3.721135391,5.667838112,8.625441086,9.041819881,9.914975574,3.454094549,3.065340363,5.278696445,5.019899821,4.072228468,7.045157729,6.488456411,4.548960744,4.739168523,4.046707047,3.881735068,4.795000105,3.924682227,7.354107706,4.131560745,3.4872164,4.153803265,5.281458059,7.069840943,7.35514432,4.566364521,3.055461845,4.560072261,3.515591329,5.720837399,5.651115431,3.604052749,4.122087036,5.147005817
1470,3.326012056,5.512788919,6.844632311,7.038035657,7.399579778,6.092410846,3.775177023,4.43509833,3.178348912,7.664899371,6.316990633,5.124758545,4.572828343,5.259501631,4.956960562,3.566020349,3.441985325,3.19605741,6.391752816,3.433695076,4.94520296,5.650116734,4.312037739,5.931695341,6.497724559,4.533867113,6.654811254,5.200449955,4.90597701,4.016616186,4.572277176,8.653471505,4.314903623,3.55052346,4.978134102,4.194571416,6.367916198,5.352299821,3.551575909,3.090981561,6.69108663,4.732079834,3.759432601,7.573863496,6.213786096,5.511894138,5.744804383,7.835278944,3.534087449,3.035640487,4.126186918,6.25762422,3.615854107,4.723640532,7.499943304,7.928322734,5.607517475,6.422806113,4.860540293,5.509022535,4.454068688,6.162663459,5.380028057,4.38288098,3.264035342,11.46759025,3.059066817,3.883551391,3.388409537,3.375505359,10.28610353,3.364111405,7.557865415,3.643718267,4.683614478,3.864065111,6.930108996,4.492569956,3.598501568,3.724495846,4.567268641,3.199970773,2.948463037,8.062939262,3.454467737,5.17550676,4.72494324,8.230316464,5.49252326,4.928586324,6.847741929,5.332970491,5.269521232,9.212320932,3.692374673,8.381455554,5.989799938,4.660915661,3.709826987,4.853658783,4.689017305,7.205799065,6.409946742,5.124111844,3.647832338,4.150105961,3.833396146,3.864002748,5.662877933,5.102042812,5.221628272,7.041645283,12.76875576,3.722840043,4.305677423,6.013546394,5.36773734,5.894315151,4.001407851,2.833135428,3.260476678,4.094629918,4.396351437,7.179197186,3.929539616,4.138922964,11.91079221,3.448853964,7.813175441,3.315739977,4.135587804,3.549105091,6.655683024,5.86840614,6.445817226,12.700956,7.907677374,3.307383858,6.427212444,3.465248649,4.020086059,4.228489767,3.226570948,5.941741668,3.795983149,4.118539067,3.157092309,4.51643116,4.1367726,7.663332357,3.522156458,6.183937599,6.783727153,8.952776878,3.84916664,3.160908998,11.84041673,3.546703975,5.971136987,11.63438544,4.743171944,4.196863379,7.003322145,5.43107123,6.097854998,5.115201172,3.859494028,5.952268729,6.002270104,8.516989654,9.630277236,2.98654907,3.244457477,4.933782849,4.319862688,3.983619048,6.947491762,6.00799666,4.5416024,5.744132305,4.359144976,3.741884982,3.60193703,4.905855026,8.520671189,4.06156369,3.534755141,3.559183811,5.73854092,6.653581932,7.302835239,5.868829335,3.092448754,6.576119394,4.331988592,6.599640822,5.473692498,3.374498534,4.054849212,7.848887177
1455,3.302746008,6.80778393,8.526299713,7.11263549,9.253283851,6.916831537,3.515104862,5.838353075,2.946422827,8.800169015,7.823204144,5.569588869,4.078605918,6.076015215,4.666088202,4.070916579,3.312179589,3.216402624,7.428398129,3.409770818,5.523388348,6.382921339,5.142361382,7.103817323,6.119225482,5.71548698,6.398707426,5.771006093,5.359442608,3.919087724,3.581894625,9.154251974,4.996724745,3.06200561,4.984025243,4.639735826,7.854219045,5.91130521,6.22523186,3.160904691,7.696142649,5.499847103,3.691186226,8.617191559,5.931765935,7.144894385,8.548267372,7.799435883,5.169501174,3.172953607,4.395883699,6.983179505,3.205440389,4.68855212,5.355309286,8.411266715,5.56229903,5.724230613,5.057409252,5.645899272,4.483610506,6.55260238,6.344635625,6.977336879,3.315470506,11.20792423,3.067260538,3.589683831,6.814143541,3.443411276,10.77952149,3.254336934,6.701953535,3.149403385,4.967477031,5.150987574,8.232839695,4.514934205,3.4876541,4.34730493,6.943521329,3.23318782,2.823973488,7.985394819,6.121648127,5.025976604,5.827925776,10.46068186,7.192988508,6.90417181,7.50898084,5.492542085,5.346593265,9.076838263,3.789367972,7.602736012,6.622767481,5.571492157,3.173964221,4.674187741,4.641042619,6.743434129,6.051702496,4.402329923,3.595518151,3.874023958,6.206458617,7.748691094,6.955902612,4.74986728,5.827311204,5.429923741,12.45422699,3.492047416,3.668176259,6.080463638,5.48345109,5.593390325,5.233009013,2.9228309,3.586385929,4.714755413,5.619557526,7.436495518,3.475783394,3.611759004,11.15418366,3.244065883,8.142798553,3.193256433,3.669157129,3.31701355,8.397320411,6.240866286,5.836050548,12.337686,8.651545876,3.501474717,7.897822196,4.282361114,5.214161087,3.485722705,3.003459579,9.048227425,3.739566378,4.15767537,3.08173535,5.08735892,4.346927979,7.680339991,9.736157875,6.567590815,6.176006619,8.346017103,3.817474676,3.997030503,3.495841367,3.186831805,6.254582893,10.479974,4.041775106,3.60230412,9.05966182,4.371901179,6.622239762,6.435377392,3.542064188,7.48825425,8.383159909,9.140768622,10.68484577,4.291944927,3.092851644,5.587757147,5.453767978,4.133775004,7.400902622,6.354554616,7.14996259,5.492100119,4.745303183,3.565773814,3.083800186,5.73566654,7.662235803,3.958297731,6.245863985,4.712327787,5.882938153,6.549452969,7.219192011,5.695165727,3.166122465,8.588863407,3.779860898,5.858541384,7.438596951,3.114730937,4.001541517,9.050352535
1367,3.150446585,7.076849514,7.260584067,7.409373843,4.603510782,6.739469654,3.53000262,5.202054903,2.974402773,8.392669469,7.674822097,6.029595429,4.18383071,7.194958345,5.405436509,3.357206991,3.423419486,4.664156559,8.18601114,3.022527997,5.1517849,5.317699385,4.396558401,7.352320298,7.995094809,5.099145358,6.620655224,6.202041298,4.70013488,3.898672143,3.880411403,9.825963888,4.692844693,2.994907732,4.713728101,4.634187108,7.651362479,4.793274268,6.434473359,3.228562427,7.418783745,6.347046159,3.561231416,8.233875774,6.205522572,7.625329264,7.101364845,6.453251415,5.257753398,3.127477701,4.494098954,5.984600555,3.501130871,4.123617511,6.984470874,8.432587393,5.677521477,5.309463447,6.537192209,6.324999735,4.643057309,6.597640571,5.053548761,7.250608385,3.688584133,11.14443171,2.917076195,3.512003408,3.848942558,3.837847621,11.26710342,3.247981968,7.01956443,3.460853683,4.92989353,3.656029598,7.920889537,3.893986643,3.744848719,4.811927615,4.897674412,3.350170214,3.099377991,7.061027007,3.757136657,4.728020344,6.340935336,9.106421406,5.700608939,6.235859978,6.092181442,5.380902264,5.661585994,9.436490816,3.519790521,7.31620114,5.267849529,4.209419601,3.36060868,4.833033483,4.444905941,7.366567814,6.102791733,4.811220528,3.957213125,3.721047961,5.515575088,6.366519658,6.198921884,4.831629175,6.056304142,5.972449956,12.52909974,3.663614345,4.317420619,7.108586349,4.871448444,6.712563733,4.727787016,2.8161282,3.96310157,5.016656138,6.053072414,7.021658795,3.881427769,3.791586505,11.01299581,3.585324421,7.397183686,3.265017922,3.757976721,3.258369208,8.471063288,6.07421465,6.034271543,12.81058987,9.08383832,3.192265118,6.447964391,4.115580932,3.647311404,3.668272471,2.904234483,9.349630167,3.647382337,3.685892349,3.211876118,4.550434215,4.869054116,7.474782444,4.031618087,6.904357706,5.823206283,9.769195191,4.075123458,4.473950203,11.90957753,4.769961499,5.232123573,11.78103187,4.133891623,3.769635898,8.651124521,5.144354218,6.699661829,7.327932773,3.422074008,6.31925976,8.474202909,8.751833121,9.531549469,2.831701746,3.07233234,6.393603083,4.131952704,4.152909914,8.295102167,7.325368458,4.492703189,4.656670677,4.493763727,3.79272646,6.87731194,4.996072422,7.467775805,4.251782013,7.421473546,4.691649285,5.19351363,7.798862632,7.527487744,6.437498741,3.005063388,6.340693346,3.864274292,7.003422348,7.213985837,3.393498345,4.286179406,6.017596998
1364,3.176285782,6.898363725,6.690105851,6.76393831,5.464567188,6.927045671,3.658658228,6.023048725,2.946161584,7.389338952,6.321488991,5.61819672,4.243252156,6.097477936,4.350128793,3.408856161,3.549650376,4.171344956,8.101456541,2.960196507,4.357784741,5.366974342,4.203593551,6.183367784,6.519785843,4.269163642,6.712013482,6.044327243,4.960332631,3.900246236,3.39237809,9.921687695,5.168514972,3.200190549,5.072590434,4.348821473,8.967474921,5.40978946,6.841208916,3.115056037,7.104997946,5.050583871,3.852107316,6.791726788,5.964363256,6.874638652,7.130650211,7.507125363,5.685225944,3.302099895,3.838953828,6.445980728,3.315473685,4.570105501,8.091842755,8.143925613,4.631082779,5.560717776,7.455104682,5.582808014,4.393132881,6.712240347,5.969808158,5.683113807,3.924324313,11.1786454,3.085500825,3.522413313,4.219802201,4.048541585,10.32288661,3.136943877,8.521763362,3.350999457,4.770477992,3.853703322,7.868102772,4.348698577,3.184063706,4.275301708,7.8010531,3.233238298,2.857414409,7.139334789,5.628847434,4.632773933,7.067926007,9.558727005,7.974429907,4.475651557,7.937961842,5.512440888,4.704834609,9.631168061,3.907173812,6.459846069,5.045219233,4.124200054,3.233765502,4.764375057,4.29389369,7.375332742,5.990925578,4.521102573,3.28258481,4.164228098,4.385731036,7.319761414,4.576260472,4.522398226,6.003099922,6.211864536,12.15694392,3.273895458,3.699658229,5.887141392,4.890955191,5.685147114,5.403295931,2.951685088,3.297543796,5.000838,4.444277875,7.119993074,3.618067192,5.257918378,10.54183573,3.290021801,7.086677901,3.066456807,4.021072652,3.088948653,7.806649326,5.983495019,5.37916337,12.33279722,8.960011038,3.390597751,6.275552218,4.605877124,3.589608404,3.534975934,2.998542915,10.00048749,3.618224395,4.081363642,3.106407029,4.599397355,3.838415499,7.817115797,4.381297775,7.067342774,6.441359532,8.526456017,4.072014974,3.166152507,5.297357115,3.223265387,4.670322682,10.93254801,4.151339759,3.501662764,8.857998549,4.30575242,5.605005593,5.715495568,3.839190907,5.755000828,7.355256048,9.59365327,10.12643162,2.872820739,2.923414994,5.172649537,5.786237716,4.02786433,6.836566069,6.713029845,4.40000383,4.806017752,4.46153103,3.618331503,3.191443623,3.912023231,6.873768416,3.876520132,4.216832727,4.386955897,5.354861131,7.584218427,7.216456357,5.67093843,3.027088809,4.226991417,3.750754309,6.283562472,7.366812571,3.384141865,3.858030905,7.053222595
1128,3.09718358,7.193267113,7.584797273,8.319300285,6.468553448,7.881257848,3.556572124,5.362457828,2.990110631,8.021142819,9.382815427,5.938314953,5.020653106,6.745135533,5.191538052,3.36545381,3.373306331,4.278759107,6.449999972,3.043310868,4.537372933,6.518587608,4.571624779,7.45702398,8.45329023,5.361886229,6.397168276,5.715634128,4.67018986,3.86457941,3.6674151,9.282546917,5.338811176,3.063725209,4.596614497,3.711829108,7.653179762,5.280499926,6.880418597,3.100453173,7.71696888,6.136526676,3.723277221,7.032868854,6.274631667,7.100738844,6.907735127,7.786649521,3.500261778,3.053418005,4.027809673,6.42312553,3.365502135,4.550692895,6.455462307,7.488818732,5.492501623,7.471436702,6.427684712,6.140343475,4.506404684,6.429183745,5.785817414,6.460042122,3.640621383,11.24114642,2.88944659,3.550077294,5.733880403,4.110745978,10.0895869,3.136089791,7.475166898,3.656666094,4.610698889,3.507546661,7.130555795,4.73146592,3.413654913,5.352860147,6.240893647,3.185738539,2.719287183,7.452414952,4.875561888,4.910287905,6.16644569,9.812647477,4.569821892,5.210615463,7.013914698,6.289210089,5.899833817,10.26453409,3.760534081,7.688600246,4.913430445,4.043016934,3.306017592,5.15984686,4.344825902,8.144939338,6.287427898,4.923274252,4.109482376,4.648901501,6.480883368,7.185510047,5.171331669,4.908031467,6.520223727,5.23749985,12.6189835,3.474544692,4.706011027,6.989448467,5.241778522,5.777091538,5.45620813,2.946342505,2.878641164,4.473680485,6.318270551,6.510744613,3.712156471,3.50323907,11.54363333,3.380943603,7.220967062,2.97582226,4.080605139,3.202604384,7.310668526,5.76146632,5.466728464,12.69980668,8.780360943,3.148404274,7.538009258,3.715549402,4.18755294,4.513898878,2.880680437,8.945183041,3.537960338,4.236323593,3.006606355,4.499712217,5.059278604,8.205391465,6.697964963,8.107202067,6.711952796,9.284356609,4.546115291,2.796429118,5.510811846,4.009145879,5.983723412,12.18642727,4.174135865,3.505729916,8.479630538,4.696952037,6.291790396,6.669791105,3.730628099,7.293503783,9.013252296,9.038899235,9.42136696,5.108023955,3.015133248,5.742182154,4.955192356,3.746230036,8.600355887,7.516357335,3.97705741,5.052504039,4.2669675,3.543620112,3.348081912,4.194025331,7.008793449,4.382753828,4.53620298,5.180029933,5.435845725,7.723415036,6.40897352,5.10294147,2.918360016,6.365971152,3.535302434,6.063770295,6.286354706,3.256240224,4.123290388,7.055453736
842,3.161147418,6.852140567,7.528069169,7.946188987,4.66953757,7.394194579,3.728188956,5.72360033,3.026836118,8.526858459,6.773273044,4.717389745,4.437448196,5.43828056,5.57877588,3.36123019,3.314832142,3.646531793,6.621188554,4.44420532,4.327392971,6.854611898,5.228610425,6.941590078,7.087901593,5.861579079,5.267362501,5.438152487,4.834315089,3.888260258,4.159385104,9.638104095,4.921343204,2.944994024,4.982610327,4.666581923,8.135220948,6.713310573,7.407476929,3.071379706,7.532404203,6.041167496,3.754698232,7.81319717,6.412500073,6.755992558,7.39429063,7.805136213,5.392470594,3.015805165,4.487319949,6.910209663,3.582862556,5.0542981,8.949578906,8.414327423,5.660736062,6.123459642,7.314062356,6.054386379,4.625536512,6.019680138,5.849965967,6.319247354,3.327015442,11.17080223,3.070933935,3.638458784,3.829069915,4.211465627,10.4161348,3.239587022,7.285159906,3.308047613,5.555068391,4.908011304,8.17064944,4.888380951,5.382173985,4.320180381,6.504334088,3.439622047,2.925951154,7.880521451,4.328043887,4.934218889,5.877994579,10.55736028,8.084226588,4.663734964,7.232824329,5.422273721,5.620440002,10.17195007,3.694705496,7.614390497,5.542611195,3.965231545,3.22096721,5.112359642,4.324520089,6.290157393,6.072462702,4.598315619,3.558751524,5.391772348,5.731956927,6.802525831,5.379511634,4.930815105,6.497806286,6.525043297,12.42187208,3.367696953,3.599449911,7.663832233,5.482855706,5.995007659,5.097399169,2.793102672,3.250116223,5.361786256,5.305449347,6.774928685,4.327825486,3.78545167,10.47018358,3.37193055,7.518634188,3.254286612,4.276329758,3.253843591,7.947860113,6.050170164,6.130836667,12.60126685,8.512997192,3.190462516,6.313997336,3.977262627,3.52319988,3.796664477,2.840638392,8.491300812,3.612320607,3.741671268,3.006330531,4.823365685,4.068171931,7.572853086,8.378447671,6.947771667,7.099734495,8.878086471,4.346615311,6.75210742,7.401698143,3.345139771,6.24567064,11.15778946,4.308623029,3.760408498,8.671908033,4.986161818,6.708887806,5.162146352,3.678068272,6.535794476,8.106174407,9.870279578,10.13680654,3.023989486,3.05212439,5.344799766,4.585094004,4.589137467,8.092948559,6.181356415,4.506548025,5.320268402,4.237818558,3.669048429,3.261529404,5.999179495,7.13919987,4.047529841,4.9321513,5.134043026,5.939765893,7.80214763,6.491737275,9.388092853,2.962207811,7.782320595,3.881151498,5.911564979,7.099939914,3.438777007,3.898505165,8.114134546
1036,3.210811036,7.197361744,7.085944711,7.408712623,6.218187761,7.211401756,3.928350568,4.925017679,3.07339517,9.420640677,6.267112136,5.728139849,4.228863158,5.96262352,5.383721429,3.47834156,3.689143072,3.537405165,7.389216571,2.968405592,5.145871058,6.462399049,4.674082438,6.771747466,6.804723449,4.693235745,6.69739278,6.867018133,5.212756705,4.015905185,3.810582421,9.265301991,4.99805985,3.019331969,5.138385713,5.079865438,7.74742462,5.396695969,5.205781618,3.062920328,6.502755338,6.379950744,3.791734041,8.29064874,5.543552503,6.801331325,5.474813258,7.780705556,5.311197155,3.173271492,4.67799765,6.675192646,3.319316274,4.821909512,6.344590253,7.978630954,6.336216964,7.217716654,4.640877183,6.212876312,4.747238467,6.430822081,5.839148993,6.215829646,3.290446259,11.58570757,3.257352448,3.704896966,3.559778972,4.376671638,10.97289041,3.300683235,6.956876925,3.531631206,5.248904913,3.596325245,7.23124389,3.93316556,3.791486251,3.688302074,5.262770589,3.60815283,3.183359151,7.118077526,4.389392392,4.765243399,6.17373965,8.826249185,6.332632249,4.855351559,6.800409097,6.339409388,4.548578061,10.42345283,4.557130491,7.763558669,5.050638835,4.711526142,3.345545343,4.619772432,4.528949209,7.526269263,6.584915721,5.083329017,4.757262016,4.150979675,4.345881383,6.239483594,4.142420281,4.952538999,6.335623832,6.195737149,12.85447617,3.711996368,4.349782405,6.910744002,5.18939779,5.636308318,4.463068061,2.884565269,3.792455308,4.46585047,5.367357558,6.00674964,4.003576071,4.176916061,12.19182974,3.733029497,8.058086548,3.131619616,3.694459384,3.405730066,8.139190968,5.85611298,5.410040973,12.95508484,8.422763775,3.316082893,6.963660418,4.089250515,4.797871754,4.722264822,3.05150453,8.195037822,3.564241381,5.535447679,3.160512211,5.146148343,4.616558042,8.748953404,6.515912863,8.199441257,6.7408763,9.164014748,4.752818354,3.07399034,12.44292945,5.805914364,5.679781066,12.08540795,4.300358985,3.826675909,8.207045161,4.775721086,6.290895474,6.84458548,3.635720002,6.542159032,9.194027435,8.350020311,9.684663024,4.070956202,2.96490972,6.547287947,5.098609949,4.875535735,8.621239428,7.685405728,4.596827048,5.068571161,4.264528505,3.624917914,4.034788218,6.546561507,7.16118756,4.264086756,4.463016283,3.555928494,5.075177331,7.178936664,7.837310611,6.212403169,3.165159104,5.478369706,4.779197642,6.900640573,6.000927376,3.136707212,4.116595095,7.618324669
912,3.157700346,7.090831384,7.60171605,6.511232673,6.821081148,6.260126174,3.929569323,5.623827138,2.996391509,8.771918498,7.21394254,4.435437675,4.704892007,7.8561773,5.36649071,3.441857454,3.479274907,4.454250715,8.105858008,3.136102311,4.219673272,7.588215151,4.633208443,7.352791465,7.665596806,4.505507023,6.861299738,5.259683937,5.232774422,3.992410427,5.129107053,11.5349503,6.210562998,3.050595661,4.652657803,3.810623702,9.064266975,5.938942782,8.022622642,3.006005329,8.322087824,7.723888901,3.579657758,9.339533622,7.760207563,6.732960894,6.11195739,8.034716865,4.363207039,3.126261767,5.237833434,7.525247418,3.391932261,4.665567423,4.104286168,8.236178318,5.048125129,5.92359752,6.632383783,6.331935305,5.692951509,7.114788593,6.423446672,7.296707043,3.750550901,12.04473729,2.980654303,3.62379745,3.708310151,4.734073457,11.47184239,3.443238627,8.369069318,3.555556197,4.821226672,3.723876822,8.279773789,4.85221259,3.689741672,4.844444017,5.802948392,3.343997167,2.831156547,7.742467957,7.695437527,5.097364927,6.013706197,9.465815229,6.549372824,6.51097575,7.136722542,6.735785414,5.712348465,10.59891598,3.92788075,7.58907413,5.575944151,3.786348905,3.119701219,4.944297057,4.60061541,7.750022723,6.229610676,4.911679898,6.157363744,4.385301055,5.798750129,6.992986554,4.376235901,4.557802443,6.026542016,5.888537308,13.05138122,3.437655189,3.959553542,6.615834916,5.810484263,7.772508997,4.038329268,2.897287204,3.33978165,4.076391729,4.909979489,6.390663345,3.870826747,3.896787668,11.72835225,3.738484536,7.075282134,3.152673223,4.047293354,3.453026169,9.205076701,6.056937319,5.776973511,13.08844908,9.148802388,3.161451461,6.139900408,4.369112729,3.866219899,3.707606634,2.927789805,9.391050944,3.794912975,3.751568065,3.103221205,5.800164966,5.50108433,8.175599497,7.938615756,6.942156424,7.571598741,9.306822825,4.381503214,2.919104914,11.51057658,7.35168658,6.233939243,12.07689109,4.081301871,3.640622045,8.808358951,6.66359578,7.385745252,6.612312845,3.545721838,7.13092808,9.364345624,9.738528036,11.0118737,3.59214402,3.144913829,5.18982275,4.737764336,4.20605836,7.068171439,7.406993847,3.506410132,6.249001299,5.820324577,3.476215427,8.028774815,6.663524988,8.653121582,4.504216354,3.82257579,4.249076841,5.204128264,8.267868669,8.41287707,4.205053576,2.947546606,5.622410923,4.509857742,6.240681295,6.939786066,3.247065822,4.183647798,8.804278068
